exp,emp_title,compensation,perc_remote,co_size,co_location,year,emp_location,emp_ID
MI,Data Scientist,52533,100.0,M,France,2022,"(46.227638, 2.213749)",90955
SE,Data Scientist,220000,0.0,M,United States,2022,"(37.09024, -95.712891)",63077
SE,Data Scientist,146000,0.0,M,United States,2022,"(37.09024, -95.712891)",42363
SE,Machine Learning Software Engineer,248400,100.0,M,Canada,2022,"(56.130366, -106.346771)",87560
SE,Machine Learning Software Engineer,183600,100.0,M,Canada,2022,"(56.130366, -106.346771)",12767
MI,Data Engineer,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",91671
EN,Machine Learning Developer,40000,100.0,M,Australia,2022,"(30.375321, 69.345116)",76341
SE,Lead Data Scientist,56723,0.0,L,India,2022,"(20.593684, 78.96288)",79904
MI,Data Engineer,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",85696
MI,Data Engineer,95000,0.0,M,United States,2022,"(37.09024, -95.712891)",95966
EN,Data Engineer,160000,0.0,M,United States,2022,"(37.09024, -95.712891)",68445
EN,Data Engineer,135000,0.0,M,United States,2022,"(37.09024, -95.712891)",43173
EN,Data Science Consultant,24165,50.0,M,Italy,2022,"(41.87194, 12.56738)",29854
SE,Data Engineer,216000,100.0,M,United States,2022,"(37.09024, -95.712891)",57530
SE,Data Engineer,144000,100.0,M,United States,2022,"(37.09024, -95.712891)",95903
EN,Data Engineer,85000,0.0,M,United States,2022,"(37.09024, -95.712891)",44444
EN,Data Engineer,65000,0.0,M,United States,2022,"(37.09024, -95.712891)",84311
SE,Data Analyst,149000,100.0,M,United States,2022,"(37.09024, -95.712891)",52170
SE,Data Analyst,119000,100.0,M,United States,2022,"(37.09024, -95.712891)",24184
SE,Data Scientist,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",51410
MI,Data Scientist,150000,0.0,M,United States,2022,"(37.09024, -95.712891)",69693
MI,Data Scientist,110000,0.0,M,United States,2022,"(37.09024, -95.712891)",77382
SE,Machine Learning Engineer,246000,100.0,M,United States,2022,"(37.09024, -95.712891)",77401
SE,Machine Learning Engineer,201000,100.0,M,United States,2022,"(37.09024, -95.712891)",54604
SE,Data Scientist,190000,0.0,M,United States,2022,"(37.09024, -95.712891)",28356
SE,Data Scientist,155000,0.0,M,United States,2022,"(37.09024, -95.712891)",57852
SE,ML Engineer,235000,100.0,M,United States,2022,"(37.09024, -95.712891)",61301
SE,ML Engineer,185000,100.0,M,United States,2022,"(37.09024, -95.712891)",69984
SE,Cloud Database Engineer,190000,100.0,M,United States,2022,"(37.09024, -95.712891)",13419
SE,Cloud Database Engineer,160000,100.0,M,United States,2022,"(37.09024, -95.712891)",30715
EN,Product Data Analyst,100000,100.0,M,United States,2022,"(37.09024, -95.712891)",46648
MI,Data Engineer,130000,0.0,M,United States,2022,"(37.09024, -95.712891)",83335
MI,Data Engineer,115000,0.0,M,United States,2022,"(37.09024, -95.712891)",80753
MI,Data Scientist,92350,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",47163
MI,Data Scientist,67723,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",12285
MI,Data Engineer,105000,0.0,M,United States,2022,"(37.09024, -95.712891)",38938
MI,Data Engineer,70000,0.0,M,United States,2022,"(37.09024, -95.712891)",68251
SE,Machine Learning Engineer,204500,0.0,M,United States,2022,"(37.09024, -95.712891)",15754
SE,Machine Learning Engineer,142200,0.0,M,United States,2022,"(37.09024, -95.712891)",88212
SE,Machine Learning Engineer,192000,100.0,M,United States,2022,"(37.09024, -95.712891)",72416
SE,Machine Learning Engineer,164000,100.0,M,United States,2022,"(37.09024, -95.712891)",97567
SE,Data Engineer,185900,0.0,M,United States,2022,"(37.09024, -95.712891)",81107
SE,Data Engineer,129300,0.0,M,United States,2022,"(37.09024, -95.712891)",46001
SE,Data Engineer,75000,0.0,M,United States,2022,"(37.09024, -95.712891)",68974
SE,Data Science Manager,175000,0.0,M,United States,2022,"(37.09024, -95.712891)",49794
SE,Data Science Manager,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",84043
SE,Data Engineer,167500,0.0,M,United States,2022,"(37.09024, -95.712891)",61559
SE,Data Engineer,106500,0.0,M,United States,2022,"(37.09024, -95.712891)",22207
MI,Data Analyst,75000,100.0,M,United States,2022,"(37.09024, -95.712891)",58076
MI,Data Analyst,60000,100.0,M,United States,2022,"(37.09024, -95.712891)",73073
SE,Applied Scientist,184000,100.0,M,United States,2022,"(37.09024, -95.712891)",56955
SE,Applied Scientist,142000,100.0,M,United States,2022,"(37.09024, -95.712891)",91017
MI,Data Scientist,145000,0.0,M,United States,2022,"(37.09024, -95.712891)",51702
MI,Data Scientist,100000,0.0,M,United States,2022,"(37.09024, -95.712891)",47113
EN,Machine Learning Software Engineer,10000,50.0,S,Morocco,2022,"(31.791702, -7.09262)",50207
MI,Data Scientist,31795,100.0,M,United States,2022,"(20.593684, 78.96288)",16557
MI,NLP Engineer,44365,100.0,S,Poland,2022,"(51.919438, 19.145136)",95728
EX,Data Engineer,200000,0.0,M,United States,2022,"(37.09024, -95.712891)",79558
EX,Data Engineer,145000,0.0,M,United States,2022,"(37.09024, -95.712891)",72629
MI,Data Engineer,92350,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",70119
MI,Data Engineer,73880,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",79957
SE,Applied Scientist,192000,100.0,M,United States,2022,"(37.09024, -95.712891)",14593
SE,Applied Scientist,164000,100.0,M,United States,2022,"(37.09024, -95.712891)",95187
EX,Data Engineer,310000,100.0,M,United States,2022,"(37.09024, -95.712891)",27611
EX,Data Engineer,239000,100.0,M,United States,2022,"(37.09024, -95.712891)",53507
SE,Data Analyst,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",32870
SE,Data Analyst,95000,0.0,M,United States,2022,"(37.09024, -95.712891)",31113
SE,Machine Learning Engineer,145000,0.0,M,United States,2022,"(37.09024, -95.712891)",56267
SE,Machine Learning Engineer,135000,0.0,M,United States,2022,"(37.09024, -95.712891)",18225
SE,Data Engineer,78000,0.0,M,United States,2022,"(37.09024, -95.712891)",93677
SE,Data Engineer,73546,0.0,M,Spain,2022,"(40.463667, -3.74922)",41598
SE,Data Engineer,36773,0.0,M,Spain,2022,"(40.463667, -3.74922)",88872
MI,Data Engineer,160000,100.0,M,United States,2022,"(37.09024, -95.712891)",16113
MI,Data Engineer,120000,100.0,M,United States,2022,"(37.09024, -95.712891)",23327
MI,Data Engineer,35610,50.0,L,India,2022,"(20.593684, 78.96288)",39607
SE,AI Scientist,125000,100.0,L,Colombia,2022,"(4.570868, -74.297333)",46636
SE,Data Engineer,95000,0.0,M,United States,2022,"(37.09024, -95.712891)",42364
SE,Data Scientist,47280,0.0,M,Spain,2022,"(40.463667, -3.74922)",66484
SE,Data Scientist,37824,0.0,M,Spain,2022,"(40.463667, -3.74922)",64298
SE,Data Analyst,115934,100.0,M,United States,2022,"(37.09024, -95.712891)",74420
SE,Data Analyst,81666,100.0,M,United States,2022,"(37.09024, -95.712891)",82513
SE,Data Scientist,175000,100.0,M,United States,2022,"(37.09024, -95.712891)",96473
SE,Data Scientist,140000,100.0,M,United States,2022,"(37.09024, -95.712891)",43395
SE,Research Engineer,249500,0.0,M,United States,2022,"(37.09024, -95.712891)",64901
SE,Research Engineer,149850,0.0,M,United States,2022,"(37.09024, -95.712891)",70762
MI,Analytics Engineer,122500,100.0,M,United States,2022,"(37.09024, -95.712891)",32788
MI,Analytics Engineer,100000,100.0,M,United States,2022,"(37.09024, -95.712891)",89265
SE,Data Scientist,249500,0.0,M,United States,2022,"(37.09024, -95.712891)",12266
SE,Data Scientist,149850,0.0,M,United States,2022,"(37.09024, -95.712891)",62750
EN,Data Analyst,55000,0.0,M,United States,2022,"(37.09024, -95.712891)",15420
EN,Data Analyst,48000,0.0,M,United States,2022,"(37.09024, -95.712891)",46542
SE,Research Scientist,249500,0.0,M,United States,2022,"(37.09024, -95.712891)",34952
SE,Research Scientist,149850,0.0,M,United States,2022,"(37.09024, -95.712891)",62412
MI,Computer Vision Engineer,58837,100.0,S,France,2022,"(46.227638, 2.213749)",76374
SE,Data Engineer,190000,100.0,M,United States,2022,"(37.09024, -95.712891)",67562
SE,Data Engineer,120000,100.0,M,United States,2022,"(37.09024, -95.712891)",99261
SE,Data Analyst,127000,100.0,M,United States,2022,"(37.09024, -95.712891)",40629
SE,Data Analyst,104000,100.0,M,United States,2022,"(37.09024, -95.712891)",44624
SE,Data Scientist,210000,100.0,M,United States,2022,"(37.09024, -95.712891)",61106
SE,Data Scientist,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",28641
SE,Machine Learning Engineer,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",38663
SE,Data Engineer,210000,100.0,M,United States,2022,"(37.09024, -95.712891)",28316
SE,Data Engineer,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",75885
SE,Data Scientist,182750,100.0,M,United States,2022,"(37.09024, -95.712891)",13731
SE,Data Scientist,161500,100.0,M,United States,2022,"(37.09024, -95.712891)",38300
MI,Data Analyst,102640,100.0,M,United States,2022,"(37.09024, -95.712891)",38111
MI,Data Analyst,66100,100.0,M,United States,2022,"(37.09024, -95.712891)",48358
SE,Research Scientist,210000,100.0,M,United States,2022,"(37.09024, -95.712891)",62047
SE,Research Scientist,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",65336
SE,Data Engineer,198800,0.0,M,United States,2022,"(37.09024, -95.712891)",37992
SE,Data Engineer,122600,0.0,M,United States,2022,"(37.09024, -95.712891)",83690
MI,Data Engineer,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",59520
MI,Data Engineer,80000,100.0,M,United States,2022,"(37.09024, -95.712891)",12304
SE,Data Scientist,136000,100.0,M,United States,2022,"(37.09024, -95.712891)",63020
SE,Data Scientist,104000,100.0,M,United States,2022,"(37.09024, -95.712891)",25365
SE,Data Analyst,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",78701
SE,Data Analyst,100000,100.0,M,United States,2022,"(37.09024, -95.712891)",46798
EX,Data Scientist,159000,100.0,M,United States,2022,"(37.09024, -95.712891)",22086
EX,Data Scientist,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",36668
SE,Data Engineer,215000,100.0,M,United States,2022,"(37.09024, -95.712891)",31641
SE,Data Engineer,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",71100
MI,Data Engineer,187000,100.0,M,United States,2022,"(37.09024, -95.712891)",84872
MI,Data Engineer,153000,100.0,M,United States,2022,"(37.09024, -95.712891)",12960
SE,Machine Learning Engineer,255000,100.0,M,Mexico,2022,"(23.634501, -102.552784)",25656
SE,Machine Learning Engineer,185000,100.0,M,Mexico,2022,"(23.634501, -102.552784)",24443
MI,Data Analyst,430967,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",51172
MI,Data Analyst,55410,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",73511
SE,Data Analyst,50432,0.0,M,Spain,2022,"(40.463667, -3.74922)",56230
SE,Data Analyst,39925,0.0,M,Spain,2022,"(40.463667, -3.74922)",74560
SE,Data Analyst,169000,0.0,M,United States,2022,"(37.09024, -95.712891)",11835
SE,Data Analyst,110600,0.0,M,United States,2022,"(37.09024, -95.712891)",91266
EN,BI Data Analyst,60938,0.0,L,Germany,2022,"(51.165691, 10.451526)",78783
SE,BI Developer,140000,100.0,M,United States,2022,"(37.09024, -95.712891)",37889
SE,BI Developer,120000,100.0,M,United States,2022,"(37.09024, -95.712891)",23215
SE,3D Computer Vision Researcher,10000,50.0,S,Albania,2022,"(56.130366, -106.346771)",81991
EN,Data Analyst,50000,50.0,L,United States,2022,"(37.09024, -95.712891)",94920
MI,MLOps Engineer,134000,100.0,M,United States,2022,"(37.09024, -95.712891)",68480
MI,MLOps Engineer,124000,100.0,M,United States,2022,"(37.09024, -95.712891)",59147
SE,Data Analyst,166700,0.0,M,United States,2022,"(37.09024, -95.712891)",89569
SE,Data Analyst,119000,0.0,M,United States,2022,"(37.09024, -95.712891)",45321
EN,Data Scientist,124234,0.0,M,United States,2022,"(37.09024, -95.712891)",81774
EN,Data Scientist,74540,0.0,M,United States,2022,"(37.09024, -95.712891)",56197
MI,Data Analyst,100000,100.0,M,United States,2022,"(37.09024, -95.712891)",82962
MI,Data Analyst,65000,100.0,M,United States,2022,"(37.09024, -95.712891)",70960
MI,Data Analyst,16904,50.0,L,India,2021,"(20.593684, 78.96288)",16047
EN,AI Scientist,200000,50.0,L,Canada,2022,"(56.130366, -106.346771)",92469
EN,Machine Learning Engineer,12000,100.0,L,Argentina,2022,"(-38.416097, -63.616672)",84861
SE,Data Engineer,220000,100.0,M,United States,2022,"(37.09024, -95.712891)",67795
SE,Data Engineer,146000,100.0,M,United States,2022,"(37.09024, -95.712891)",79199
SE,Data Engineer,68293,0.0,M,Spain,2022,"(40.463667, -3.74922)",36670
SE,Data Specialist,110000,0.0,M,United States,2022,"(37.09024, -95.712891)",50344
SE,Data Specialist,70000,0.0,M,United States,2022,"(37.09024, -95.712891)",33081
SE,Data Architect,190000,100.0,M,United States,2022,"(37.09024, -95.712891)",57767
SE,Data Architect,135000,100.0,M,United States,2022,"(37.09024, -95.712891)",17729
SE,Data Scientist,128000,0.0,M,United States,2022,"(37.09024, -95.712891)",22131
SE,Data Scientist,81500,0.0,M,United States,2022,"(37.09024, -95.712891)",72158
SE,Data Scientist,173000,100.0,M,United States,2022,"(37.09024, -95.712891)",78398
SE,Data Scientist,110000,100.0,M,United States,2022,"(37.09024, -95.712891)",10075
SE,Machine Learning Engineer,192000,0.0,M,United States,2022,"(37.09024, -95.712891)",77919
SE,Machine Learning Engineer,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",69056
SE,Principal Machine Learning Engineer,190000,100.0,L,United States,2022,"(37.09024, -95.712891)",75623
SE,Data Engineer,194000,100.0,M,United States,2022,"(37.09024, -95.712891)",81225
SE,Data Engineer,129400,100.0,M,United States,2022,"(37.09024, -95.712891)",83949
SE,Data Analyst,201000,100.0,M,United States,2022,"(37.09024, -95.712891)",31962
SE,Data Analyst,89200,100.0,M,United States,2022,"(37.09024, -95.712891)",72294
SE,Data Scientist,165000,0.0,M,United States,2022,"(37.09024, -95.712891)",86047
SE,Data Scientist,125000,0.0,M,United States,2022,"(37.09024, -95.712891)",18206
SE,Applied Scientist,230000,100.0,M,United States,2022,"(37.09024, -95.712891)",74103
SE,Applied Scientist,196000,100.0,M,United States,2022,"(37.09024, -95.712891)",47724
MI,Machine Learning Engineer,130000,0.0,M,United States,2022,"(37.09024, -95.712891)",52802
MI,Machine Learning Engineer,90000,0.0,M,United States,2022,"(37.09024, -95.712891)",78983
MI,Machine Learning Researcher,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",17197
MI,Machine Learning Researcher,100000,100.0,M,United States,2022,"(37.09024, -95.712891)",28947
MI,Machine Learning Engineer,230000,0.0,M,United States,2022,"(37.09024, -95.712891)",64186
MI,Machine Learning Engineer,150000,0.0,M,United States,2022,"(37.09024, -95.712891)",20612
MI,Machine Learning Researcher,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",90492
MI,Data Scientist,180000,0.0,M,United States,2022,"(37.09024, -95.712891)",44231
MI,Data Scientist,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",32858
SE,Data Analyst,192500,100.0,M,United States,2022,"(37.09024, -95.712891)",69545
SE,Data Analyst,140000,100.0,M,United States,2022,"(37.09024, -95.712891)",30038
SE,Data Engineer,152500,0.0,M,United States,2022,"(37.09024, -95.712891)",55961
SE,Data Analyst,65000,100.0,M,United States,2022,"(37.09024, -95.712891)",66092
SE,Data Analyst,55000,100.0,M,United States,2022,"(37.09024, -95.712891)",31696
SE,Data Engineer,178750,0.0,M,United States,2022,"(37.09024, -95.712891)",64693
SE,Data Engineer,160000,0.0,M,United States,2022,"(37.09024, -95.712891)",58349
MI,Data Scientist,63040,100.0,M,France,2022,"(46.227638, 2.213749)",10859
MI,Machine Learning Scientist,165000,0.0,M,United States,2022,"(37.09024, -95.712891)",80640
MI,Machine Learning Scientist,135000,0.0,M,United States,2022,"(37.09024, -95.712891)",43995
SE,Analytics Engineer,170000,100.0,M,United States,2022,"(37.09024, -95.712891)",40529
SE,Analytics Engineer,125000,100.0,M,United States,2022,"(37.09024, -95.712891)",50189
SE,Data Engineer,105000,0.0,M,United States,2022,"(37.09024, -95.712891)",19317
SE,Data Engineer,70000,0.0,M,United States,2022,"(37.09024, -95.712891)",33363
SE,Data Scientist,130000,0.0,M,United States,2022,"(37.09024, -95.712891)",96791
SE,Data Scientist,95000,0.0,M,United States,2022,"(37.09024, -95.712891)",76976
SE,Data Scientist,203500,0.0,M,United States,2022,"(37.09024, -95.712891)",72395
SE,Data Scientist,152000,0.0,M,United States,2022,"(37.09024, -95.712891)",85030
SE,Data Engineer,197430,100.0,M,United States,2022,"(37.09024, -95.712891)",96925
SE,Data Engineer,134760,100.0,M,United States,2022,"(37.09024, -95.712891)",82196
MI,Data Scientist,120000,100.0,M,United States,2022,"(37.09024, -95.712891)",46283
SE,Data Engineer,197000,0.0,M,United States,2022,"(37.09024, -95.712891)",62264
SE,Data Engineer,99000,0.0,M,United States,2022,"(37.09024, -95.712891)",16437
SE,Data Engineer,162000,100.0,M,United States,2022,"(37.09024, -95.712891)",37930
MI,Data Engineer,110446,0.0,M,Lithuania,2022,"(55.169438, 23.881275)",24592
MI,Data Engineer,79178,0.0,M,Lithuania,2022,"(55.169438, 23.881275)",27908
MI,Data Science Consultant,70186,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",26688
MI,Data Science Consultant,51716,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",13483
SE,Data Architect,149040,100.0,M,United States,2022,"(37.09024, -95.712891)",35866
SE,Data Architect,113900,100.0,M,United States,2022,"(37.09024, -95.712891)",22236
SE,Data Analyst,115000,100.0,S,United States,2021,"(37.09024, -95.712891)",64160
SE,Data Analyst,171000,100.0,L,Australia,2022,"(37.09024, -95.712891)",90676
EN,Data Analytics Engineer,13000,100.0,S,Argentina,2022,"(-38.416097, -63.616672)",24184
SE,Data Scientist,185900,0.0,M,United States,2022,"(37.09024, -95.712891)",97822
SE,Data Scientist,129300,0.0,M,United States,2022,"(37.09024, -95.712891)",94765
SE,Data Engineer,230000,100.0,M,United States,2022,"(37.09024, -95.712891)",48808
SE,Data Engineer,154600,100.0,M,United States,2022,"(37.09024, -95.712891)",56136
MI,Data Engineer,75000,100.0,M,United States,2022,"(37.09024, -95.712891)",46164
SE,Data Engineer,213000,0.0,M,United States,2022,"(37.09024, -95.712891)",44630
SE,Data Engineer,152000,0.0,M,United States,2022,"(37.09024, -95.712891)",66953
SE,Data Scientist,120000,100.0,M,United States,2022,"(37.09024, -95.712891)",44320
SE,Data Scientist,110000,0.0,M,United States,2022,"(37.09024, -95.712891)",49169
SE,Data Scientist,70000,0.0,M,United States,2022,"(37.09024, -95.712891)",10709
SE,Machine Learning Software Engineer,227200,100.0,M,Canada,2022,"(56.130366, -106.346771)",13694
SE,Machine Learning Software Engineer,168000,100.0,M,Canada,2022,"(56.130366, -106.346771)",43638
EN,3D Computer Vision Researcher,20000,0.0,M,American Samoa,2021,"(-14.270972, -170.132217)",34812
MI,Data Scientist,64090,0.0,M,Germany,2022,"(51.165691, 10.451526)",45532
MI,Data Scientist,60938,0.0,M,Germany,2022,"(51.165691, 10.451526)",60999
SE,ML Engineer,243000,100.0,M,United States,2022,"(37.09024, -95.712891)",74825
SE,ML Engineer,183000,100.0,M,United States,2022,"(37.09024, -95.712891)",40966
SE,Data Engineer,150000,0.0,M,United States,2022,"(37.09024, -95.712891)",35032
MI,Data Scientist,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",74301
MI,Data Scientist,90000,100.0,M,United States,2022,"(37.09024, -95.712891)",26864
MI,Data Analyst,165000,0.0,M,United States,2022,"(37.09024, -95.712891)",24727
MI,Data Analyst,124000,0.0,M,United States,2022,"(37.09024, -95.712891)",35780
SE,Data Engineer,178000,0.0,M,Canada,2022,"(56.130366, -106.346771)",85172
SE,Data Engineer,132000,0.0,M,Canada,2022,"(56.130366, -106.346771)",48299
SE,Data Engineer,300000,0.0,M,United States,2022,"(37.09024, -95.712891)",48991
SE,Data Analyst,116000,100.0,M,United States,2022,"(37.09024, -95.712891)",42685
SE,Data Analyst,96000,100.0,M,United States,2022,"(37.09024, -95.712891)",96330
SE,Data Analyst,92350,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",22929
SE,Data Analyst,70186,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",86735
SE,Data Analyst,105000,0.0,M,United States,2022,"(37.09024, -95.712891)",24864
SE,Data Analyst,70000,0.0,M,United States,2022,"(37.09024, -95.712891)",69883
MI,Machine Learning Researcher,105236,50.0,L,Canada,2022,"(56.130366, -106.346771)",77410
SE,Data Analyst,100000,0.0,M,United States,2022,"(37.09024, -95.712891)",66214
EN,Machine Learning Engineer,189750,0.0,M,United States,2022,"(37.09024, -95.712891)",69881
EN,Machine Learning Engineer,140250,0.0,M,United States,2022,"(37.09024, -95.712891)",11373
SE,Data Analyst,130000,0.0,M,United States,2022,"(37.09024, -95.712891)",84946
MI,Data Analyst,160000,0.0,M,United States,2022,"(37.09024, -95.712891)",90631
MI,Data Analyst,109000,0.0,M,United States,2022,"(37.09024, -95.712891)",53003
SE,Research Engineer,250000,0.0,M,United States,2022,"(37.09024, -95.712891)",96473
SE,Research Engineer,150000,0.0,M,United States,2022,"(37.09024, -95.712891)",42851
MI,Data Analyst,206000,0.0,M,United States,2022,"(37.09024, -95.712891)",91208
SE,Data Engineer,135000,0.0,M,United States,2022,"(37.09024, -95.712891)",24527
SE,Machine Learning Engineer,115573,100.0,M,France,2022,"(46.227638, 2.213749)",88166
SE,Machine Learning Engineer,73546,100.0,M,France,2022,"(46.227638, 2.213749)",99527
SE,Data Engineer,42026,0.0,M,Spain,2022,"(40.463667, -3.74922)",40095
SE,Data Engineer,191200,0.0,M,United States,2022,"(37.09024, -95.712891)",82781
EN,Machine Learning Research Engineer,66192,50.0,L,Germany,2022,"(51.165691, 10.451526)",47627
EN,3D Computer Vision Researcher,50000,100.0,S,Costa Rica,2022,"(37.09024, -95.712891)",88213
SE,Data Engineer,230000,0.0,L,United States,2022,"(37.09024, -95.712891)",95784
SE,Data Engineer,154600,0.0,L,United States,2022,"(37.09024, -95.712891)",72436
MI,Data Analyst,80000,100.0,L,United States,2022,"(37.09024, -95.712891)",76334
SE,Analytics Engineer,135000,0.0,M,United States,2022,"(37.09024, -95.712891)",44449
SE,Analytics Engineer,110000,0.0,M,United States,2022,"(37.09024, -95.712891)",32651
MI,Data Analytics Manager,155000,0.0,M,United States,2022,"(37.09024, -95.712891)",74719
MI,Data Analytics Manager,140000,0.0,M,United States,2022,"(37.09024, -95.712891)",21937
SE,Data Engineer,205000,100.0,M,United States,2022,"(37.09024, -95.712891)",33888
SE,Data Engineer,179500,0.0,M,United States,2022,"(37.09024, -95.712891)",85776
SE,Data Engineer,134000,0.0,M,United States,2022,"(37.09024, -95.712891)",80723
SE,Data Scientist,145000,100.0,M,United States,2022,"(37.09024, -95.712891)",55739
SE,Data Architect,235000,100.0,M,United States,2022,"(37.09024, -95.712891)",76856
SE,Data Architect,175000,100.0,M,United States,2022,"(37.09024, -95.712891)",91962
EN,Data Science Consultant,27317,50.0,L,Spain,2022,"(40.463667, -3.74922)",65244
MI,Data Engineer,90000,100.0,M,United States,2022,"(37.09024, -95.712891)",86743
MI,Data Specialist,165000,0.0,M,United States,2022,"(37.09024, -95.712891)",69172
MI,Data Specialist,135000,0.0,M,United States,2022,"(37.09024, -95.712891)",45882
SE,Data Engineer,168400,0.0,M,United States,2022,"(37.09024, -95.712891)",78392
SE,Data Engineer,105200,0.0,M,United States,2022,"(37.09024, -95.712891)",14877
MI,Deep Learning Engineer,86193,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",78256
MI,Deep Learning Engineer,49253,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",30906
SE,Data Engineer,200000,0.0,M,United States,2022,"(37.09024, -95.712891)",74349
SE,Data Scientist,198800,0.0,M,United States,2022,"(37.09024, -95.712891)",53170
SE,Data Scientist,122600,0.0,M,United States,2022,"(37.09024, -95.712891)",76777
MI,BI Data Analyst,105066,50.0,M,France,2022,"(46.227638, 2.213749)",66893
MI,Analytics Engineer,104663,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",78891
MI,Analytics Engineer,73880,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",33008
SE,Data Engineer,125000,100.0,M,United States,2022,"(37.09024, -95.712891)",89823
SE,Data Engineer,110000,100.0,M,United States,2022,"(37.09024, -95.712891)",34773
SE,Data Scientist,148000,100.0,M,United States,2022,"(37.09024, -95.712891)",52014
SE,Data Scientist,107000,100.0,M,United States,2022,"(37.09024, -95.712891)",62608
MI,Data Analyst,100000,0.0,M,Canada,2022,"(56.130366, -106.346771)",72774
MI,Data Analyst,65000,0.0,M,Canada,2022,"(56.130366, -106.346771)",61615
SE,Data Engineer,63040,0.0,M,Portugal,2022,"(39.399872, -8.224454)",55296
SE,Data Engineer,36773,0.0,M,Portugal,2022,"(39.399872, -8.224454)",26609
SE,Data Science Manager,299500,0.0,M,United States,2022,"(37.09024, -95.712891)",19472
SE,Data Science Manager,245100,0.0,M,United States,2022,"(37.09024, -95.712891)",12492
SE,Data Scientist,168000,100.0,M,United States,2022,"(37.09024, -95.712891)",80825
SE,Data Scientist,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",63129
MI,Data Engineer,161000,100.0,M,United States,2022,"(37.09024, -95.712891)",43151
MI,Data Engineer,118000,100.0,M,United States,2022,"(37.09024, -95.712891)",94595
SE,Applied Scientist,205000,100.0,M,United States,2022,"(37.09024, -95.712891)",15806
SE,Data Science Manager,247500,0.0,M,United States,2022,"(37.09024, -95.712891)",97691
SE,Data Science Manager,172200,0.0,M,United States,2022,"(37.09024, -95.712891)",44178
SE,Data Management Specialist,68293,0.0,L,Italy,2022,"(41.87194, 12.56738)",79798
SE,Data Analyst,177000,0.0,M,United States,2022,"(37.09024, -95.712891)",48480
SE,Data Analyst,131000,0.0,M,United States,2022,"(37.09024, -95.712891)",16610
SE,Data Engineer,146000,0.0,M,United States,2022,"(37.09024, -95.712891)",45702
SE,Data Engineer,102000,0.0,M,United States,2022,"(37.09024, -95.712891)",28809
MI,Data Engineer,80000,0.0,M,United States,2022,"(37.09024, -95.712891)",46905
MI,Data Engineer,65000,0.0,M,United States,2022,"(37.09024, -95.712891)",89258
SE,Data Engineer,61566,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",20469
SE,Data Engineer,43096,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",10734
MI,Data Engineer,175000,100.0,M,United States,2022,"(37.09024, -95.712891)",77769
MI,Data Engineer,135000,100.0,M,United States,2022,"(37.09024, -95.712891)",21764
EN,Data Scientist,80000,0.0,M,United States,2022,"(37.09024, -95.712891)",56015
SE,Data Engineer,231250,100.0,M,United States,2022,"(37.09024, -95.712891)",94549
SE,Data Engineer,138750,100.0,M,United States,2022,"(37.09024, -95.712891)",49047
SE,Analytics Engineer,193750,100.0,M,United States,2022,"(37.09024, -95.712891)",52890
SE,Analytics Engineer,116250,100.0,M,United States,2022,"(37.09024, -95.712891)",46840
SE,Analytics Engineer,231250,100.0,M,United States,2022,"(37.09024, -95.712891)",53836
SE,Analytics Engineer,138750,100.0,M,United States,2022,"(37.09024, -95.712891)",49905
SE,Data Engineer,193750,100.0,M,United States,2022,"(37.09024, -95.712891)",87945
SE,Data Engineer,116250,100.0,M,United States,2022,"(37.09024, -95.712891)",33513
